"","sid","FRAME_SIZE_VAL","ccw","cw","frame_effect_r"
"304","r31122ns","Extra Large",5.57385501398358,-1.04919971693602,3.3115273654598
"305","r31127cj","Small",9.49741392613219,-3.43705808471377,6.46723600542298
"306","r31127cj","Medium",7.44188745008403,-1.31620247679898,4.37904496344151
"307","r31127cj","Large",5.80047043736586,0.768414868567392,2.51602778439923
"308","r31127cj","Extra Large",6.47571255153734,2.37205437848424,2.05182908652655
"309","r31127ks","Small",-5.77753275293967,-7.86881617014138,1.04564170860085
"310","r31127ks","Medium",-6.30041773454398,-8.63487267246678,1.1672274689614
"311","r31127ks","Large",-7.10092822956671,-8.81548558351021,0.857278676971747
"312","r31127ks","Extra Large",-8.14713948734879,-8.54562751154295,0.199244012097079
"313","r31127nf","Small",5.04648272086135,1.95143335619195,1.5475246823347
"314","r31127nf","Medium",3.63055377553495,1.99065281635661,0.819950479589167
"315","r31127nf","Large",3.26167519270733,1.52827296119391,0.86670111575671
"316","r31127nf","Extra Large",2.73239067225145,0.973991633559389,0.879199519346029
"317","r40216ss","Small",-2.53738380324947,-5.0178796957058,1.24024794622816
"318","r40216ss","Medium",-5.16765622975214,-4.0232925064713,-0.572181861640421
"319","r40216ss","Large",-4.16568493812425,-3.83365063225877,-0.166017152932742
"320","r40216ss","Extra Large",-4.04752192621337,-4.32250188712232,0.137489980454478
